features	levels	decision	cuts	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	stabilityLHS	stabilityRHS	cut1	cut2	cut3	cut4	supportRatioLHS	supportRatioRHS	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	cut5
KRTAP29.1,C5H4orf45	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.31579	1	1	1.954	0.1759			0.3	0.3	1	Inf	1	-Inf:Inf	
C5H4orf45,SDK2	1,3	Prot	value<cut,value>cut	7	7	1	0.2	0.36842	1	1	0.1759	0.4804			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000053012,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	2.8597	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064369,ZNF576	1,1	NonProt	value<cut,value<cut	6	6	1	0.16984	0.375	1	1	2.5624	3.741			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053274,SDK2	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.2752	1.7252	0.4804		0.3	0.3	1	Inf	1	-Inf:Inf	
SMIM2,X00000059995	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33437	1	1	-0.26205	-0.40175	0.6956		0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,ESR1	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	2.857	3.24	1.0667		0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,TMX2	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.18571	0.36068	1	1	0.6776	1.48085	2.85025	3.22825	0.3	0.3	1	Inf	1	-Inf:Inf	
DLK1,ZNF576	2,2	Prot	cut<value<cut,cut<value<cut	7	7	1	0.19889	0.3895	1	1	-1.85644	-0.0195	3.7466	3.9411	0.35	0.35	1	Inf	1	-Inf:Inf	
TMX2,X00000059995	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.32456	1	1	2.8775	3.2415	-0.3992	0.6956	0.3	0.3	1	Inf	1	-Inf:Inf	
LTC4S,ZNF576	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33437	1	1	-0.4734	3.741	3.9385		0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,TRIM16	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	1.369	-0.9464			0.3	0.3	1	Inf	1	-Inf:Inf	
A1BG,ZNF576	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-1.492	3.741	3.9385		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,X00000059995	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	4.2055	4.964	-0.3992	0.6708	0.3	0.3	1	Inf	1	-Inf:Inf	
RBM46,X00000064369	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	-1.1459	3.369			0.3	0.3	1	Inf	1	-Inf:Inf	
C5H4orf45,SMIM2	1,1	Prot	value<cut,value<cut	7	7	1	0.2	0.36842	1	1	0.1759	-0.2444			0.35	0.35	1	Inf	1	-Inf:Inf	
VSTM1,X00000058729	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	4.474	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,C5H4orf45	1,1	Prot	value<cut,value<cut	7	7	1	0.2	0.36842	1	1	4.474	0.1759			0.35	0.35	1	Inf	1	-Inf:Inf	
SMIM2,X00000058729	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.2444	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,X00000058729	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	0.6394	1.4671	-2.5992		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000058729,X00000058427	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.31579	1	1	-2.436	1.2264			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC715623,X00000058729	3,3	Prot	value>cut,value>cut	7	7	1	0.2	0.36842	1	1	-0.5711	-2.5992			0.35	0.35	1	Inf	1	-Inf:Inf	
LOC715623,C5H4orf45	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33402	1	1	-0.5987	0.2264			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,ESR1	2,3	Prot	cut<value<cut,value>cut	7	7	1	0.19147	0.36506	1	1	-0.427	0.6909	1.06058		0.35	0.35	1	Inf	1	-Inf:Inf	
LOC701920,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	5.486	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC114669850,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	1.5684	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,LOC715623	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	5.486	-0.5711			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,HCN2	3,1	Prot	value>cut,value<cut	6	6	1	0.1754	0.34154	1	1	2.86568	-2.93347			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC702786,MYH15	3,1	Prot	value>cut,value<cut	6	6	1	0.17937	0.32807	1	1	-0.90833	-2.37037			0.3	0.3	1	Inf	1	-Inf:Inf	
KRTAP29.1,X00000058729	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	1.954	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
RBM46,SMIM2	3,1	Prot	value>cut,value<cut	7	7	1	0.2	0.36842	1	1	-1.1459	-0.2444			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000053274,X00000058729	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.2752	1.7252	-2.5992		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.375	1	1	2.999	-0.1047			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LILRB1,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.36397	1	1	7.702	-0.0072			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,F2RL3	3,3	NonProt	value>cut,value>cut	6	6	1	0.16984	0.375	1	1	2.9083	-1.9589			0.31579	0.31579	1	Inf	1	-Inf:Inf	
USP31,X00000056965	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17937	0.34045	1	1	0.0872	-3.4706	-2.0626		0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,DLK1	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.32817	1	1	-2.47613	-1.8596			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,X00000064369	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	0.6394	1.48085	3.3515		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,X00000056965	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	1.9788	-3.4706	-1.9257		0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,THRB	3,3	NonProt	value>cut,value>cut	6	6	1	0.16984	0.36111	1	1	2.0335	-3.19173			0.31579	0.31579	1	Inf	1	-Inf:Inf	
SDK2,X00000058427	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.375	1	1	-1.1013	0.4804	1.8342		0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,X00000064715	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.35417	1	1	2.415	-0.0845			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,LOC709056	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17024	0.32552	1	1	4.34412	-0.427	0.6909		0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,X00000060146	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33437	1	1	1.369	-4.82775	-3.17825		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,CFAP70	3,2	Prot	value>cut,cut<value<cut	7	7	1	0.2	0.36842	1	1	1.9788	0.0876	2.3348		0.35	0.35	1	Inf	1	-Inf:Inf	
VSTM1,X00000064715	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.32164	1	1	4.389	2.0494			0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,F2RL3	3,1	Prot	value>cut,value<cut	6	6	1	0.17064	0.32847	1	1	3.23708	-3.94278			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,LOC114669850	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	4.474	1.5684			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000059200,KIR3DL0	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.16905	0.30789	1	1	2.7488	2.86425	3.634		0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,SDK2	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	1.369	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	0.6827	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC702786,MYH15	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.35417	1	1	-4.95235	-1.0762	-1.5607		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,SMIM2	1,3	NonProt	value<cut,value>cut	6	6	1	0.17738	0.36806	1	1	2.81612	1.06868			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMX2,TRIM16	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.375	1	1	2.857	-1.6451	-0.9464		0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,ESR1	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.375	1	1	-0.1047	0.6029			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC702786,X00000058729	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	0.1931	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,X00000058729	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	5.486	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC702786,C5H4orf45	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.32456	1	1	0.1931	0.25165			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,ZNF576	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-2.4981	-0.5648	3.741	3.9385	0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,X00000058427	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-0.427	0.6827	1.211	1.8342	0.3	0.3	1	Inf	1	-Inf:Inf	
C5H4orf45,LTC4S	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.34056	1	1	0.21843	-0.43687			0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,X00000058427	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.375	1	1	2.8775	1.8164			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TRIM16,X00000058427	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.18571	0.38194	1	1	-1.6788	-0.9991	1.8448		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,THRB	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	-0.427	0.6827	-4.8418		0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,CBS	3,3	Prot	value>cut,value>cut	6	6	1	0.17619	0.34211	1	1	3.2416	0.04718			0.3	0.3	1	Inf	1	-Inf:Inf	
THRB,HCN2	3,3	NonProt	value>cut,value>cut	6	6	0.95238	0.1791	0.36111	1	1	-3.13083	-2.1837			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,X00000058729	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.375	1	1	-0.5648	-4.7414	-2.5992		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,ESR1	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.35417	1	1	-0.3905	0.5665			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KRTAP29.1,X00000058729	2,2	NonProt	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.375	1	1	-4.9485	1.954	-4.7414	-2.5992	0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,X00000058729	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.35417	1	1	2.415	-4.72285	-2.5258		0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,X00000058427	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.35	1	1	1.4761	1.82838			0.31579	0.31579	1	Inf	1	-Inf:Inf	
F2RL3,CTH	3,3	NonProt	value>cut,value>cut	6	6	1	0.1791	0.39583	1	1	-1.9589	-0.8975			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LILRB1,CTH	3,3	NonProt	value>cut,value>cut	6	6	1	0.18294	0.40625	1	1	7.711	-0.916			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,MYH15	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33437	1	1	2.74225	-2.3565			0.3	0.3	1	Inf	1	-Inf:Inf	
DLK1,C5H4orf45	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	-1.8118	0.1759			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,C5H4orf45	3,1	Prot	value>cut,value<cut	7	7	1	0.2	0.36842	1	1	2.8597	0.1759			0.35	0.35	1	Inf	1	-Inf:Inf	
FABP5,F2RL3	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.16905	0.30789	1	1	1.9923	-4.2261	-1.9713		0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,X00000053012	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.18095	0.35157	1	1	3.242	2.5979	2.87413		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,TMX2	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	3.995	3.24			0.3	0.3	1	Inf	1	-Inf:Inf	
F2RL3,MAOA	1,3	Prot	value<cut,value>cut	6	6	1	0.1791	0.33958	1	1	-3.9854	0.67283			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,LOC702786	3,3	Prot	value>cut,value>cut	6	6	1	0.17024	0.33042	1	1	1.57532	-1.26762			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,HCN2	1,1	Prot	value<cut,value<cut	6	6	1	0.17738	0.34512	1	1	4.37287	-2.9141			0.3	0.3	1	Inf	1	-Inf:Inf	
CTH,X00000058427	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	-1.343	1.2418			0.3	0.3	1	Inf	1	-Inf:Inf	
HCN2,X00000056965	1,2	Prot	value<cut,cut<value<cut	7	7	1	0.19722	0.35921	1	1	-3.0047	-3.4706	-2.13105		0.35	0.35	1	Inf	1	-Inf:Inf	
VSTM1,MYH15	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.32456	1	1	4.3465	-2.3565			0.3	0.3	1	Inf	1	-Inf:Inf	
MYH15,ZNF576	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.33437	1	1	-2.3565	3.945			0.3	0.3	1	Inf	1	-Inf:Inf	
TMEM38A,ZNF576	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.375	1	1	2.765	3.1425	3.741		0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,MAOA	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17857	0.36254	1	1	0.0903	0.27105	0.70498		0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,CFAP70	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.35376	1	1	5.22717	2.34737			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000064715,LILRB1	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.35417	1	1	-0.0597	1.95865	7.77		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000060146,X00000059995	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-4.8205	-0.3992	0.6708		0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,MAOA	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	0.6394	1.4946	0.2298		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,STARD8	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	3.995	4.988	0.6394	1.4946	0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,LTC4S	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.33437	1	1	5.27	5.567	-0.4734		0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,LAMC1	1,1	Prot	value<cut,value<cut	6	6	1	0.16984	0.32291	1	1	4.32367	0.9098			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,F2RL3	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33437	1	1	2.4748	-3.50675			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,HEY1	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	0.6394	1.4946	-2.059		0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,F2RL3	2,1	Prot	cut<value<cut,value<cut	7	7	1	0.2	0.36842	1	1	1.977	2.5097	-3.504		0.35	0.35	1	Inf	1	-Inf:Inf	
LOC702786,X00000058427	3,1	Prot	value>cut,value<cut	6	6	1	0.16905	0.30789	1	1	-1.45905	1.2264			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,KRTAP29.1,LOC702786	3,2,2	NonProt	value>cut,cut<value<cut,cut<value<cut	6	6	1	0.17143	0.375	1	1	2.5097	-5.0275	-1.0795	-5.0272	0.31579	0.31579	1	Inf	1	-Inf:Inf	-1.9763
LOC701920,THRB	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.375	1	1	5.2565	-3.1655			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,CTH	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.32456	1	1	0.6259	1.4621	-1.343	-0.80805	0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,STARD8	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-0.1189	1.7252	0.6394	1.4946	0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,THRB	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.18571	0.35088	1	1	0.6259	1.4621	-4.86855		0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.34559	1	1	1.4686	0.10062			0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,USP31	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.375	1	1	0.0903	0.6723			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000060146,HCN2	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	-4.8205	-2.9027			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,SMIM2	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	1.7252	-0.2763	1.0195		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,LAMC1	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	2.4709	0.9234			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,X00000056965	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	4.3465	-3.4706	-2.1684		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,SMIM2	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.34056	1	1	2.4761	-0.26567			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,LOC701920	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17857	0.36254	1	1	0.06025	1.95865	5.26325		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,STARD8	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.36397	1	1	-0.4174	1.4621			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,A1BG	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34865	1	1	1.47835	-2.1395			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,X00000058427	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.375	1	1	4.3465	5.1895	1.7986		0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,SMIM2	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.375	1	1	1.4946	1.0195			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,THRB	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.36397	1	1	2.768	-3.0383			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000060253	1,1	NonProt	value<cut,value<cut	6	6	0.92857	0.18294	0.375	1	1	2.85425	1.1452			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,X00000059995	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.35417	1	1	1.4621	-0.40175			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,HCN2	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.35376	1	1	1.47293	-2.1439			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,LILRB1	2,1	Prot	cut<value<cut,value<cut	7	7	1	0.2	0.36842	1	1	-0.3307	0.7471	7.3515		0.35	0.35	1	Inf	1	-Inf:Inf	
LILRB1,LOC114669850	1,3	Prot	value<cut,value>cut	6	6	1	0.16905	0.30789	1	1	7.316	1.39925			0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,LILRB1	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	1.3945	7.3515			0.3	0.3	1	Inf	1	-Inf:Inf	
F2RL3,X00000064313	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.18095	0.35157	1	1	-3.71903	-2.7398	-1.46477		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,MYH15	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	3.995	-2.3565			0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000064715	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	2.758	3.634	2.0847		0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,CTH	3,3	NonProt	value>cut,value>cut	7	7	1	0.2	0.41319	1	1	1.4621	-0.8911			0.36842	0.36842	1	Inf	1	-Inf:Inf	
X00000037843,LOC701920	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.35417	1	1	2.999	5.2565			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,LTC4S	1,1	Prot	value<cut,value<cut	7	7	1	0.2	0.39009	1	1	3.98625	-0.4734			0.35	0.35	1	Inf	1	-Inf:Inf	
ZNF576,HCN2	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.31579	1	1	3.945	-2.9027			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,LAMC1	2,1	Prot	cut<value<cut,value<cut	8	8	1	0.22857	0.42105	1	1	0.6394	1.4946	0.9234		0.4	0.4	1	Inf	1	-Inf:Inf	
LTC4S,LAMC1	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33437	1	1	-0.4734	0.9234			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,LOC702786	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	0.6394	1.4946	-1.9763		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,KRTAP29.1	3,3	Prot	value>cut,value>cut	6	6	1	0.17024	0.33042	1	1	1.57532	-1.13575			0.3	0.3	1	Inf	1	-Inf:Inf	
CFAP70,X00000060146	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	0.268	-4.8205			0.3	0.3	1	Inf	1	-Inf:Inf	
THRB,CTH	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	-4.8608	-3.1655	-1.343		0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,LILRB1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.375	1	1	2.5097	7.7465			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,USP31	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.375	1	1	2.758	0.6723			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,TMX2	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.375	1	1	2.758	2.898			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,TMX2	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.35417	1	1	2.999	2.8775			0.31579	0.31579	1	Inf	1	-Inf:Inf	
SDK2,LTC4S	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.35294	1	1	0.5721	-0.4734			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,LTC4S	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	0.65825	1.4621	-0.4734		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,LTC4S	3,1	Prot	value>cut,value<cut	7	7	1	0.2	0.41176	1	1	5.466	-0.4734			0.35	0.35	1	Inf	1	-Inf:Inf	
THRB,LTC4S	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	-4.8263	-0.4734			0.3	0.3	1	Inf	1	-Inf:Inf	
DLK1,LTC4S	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	-1.8118	0.1419	-0.4734		0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,USP31	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17619	0.3567	1	1	2.43394	0.15348	0.72612		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC715623,LOC702786	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	-1.7115	-5.0229	-2.3455		0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,KRTAP29.1	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	2.5097	-5.023	-4.338		0.31579	0.31579	1	Inf	1	-Inf:Inf	
THRB,X00000058729	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.33333	1	1	-3.1655	-4.3496			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC702786,THRB	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	-5.0229	-2.3455	-3.1655		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053274,LAMC1	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	1.4396	0.9132	1.7527		0.3	0.3	1	Inf	1	-Inf:Inf	
F2RL3,DLK1	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	-3.3308	-1.8118	0.1419		0.3	0.3	1	Inf	1	-Inf:Inf	
