features	levels	decision	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	cuts	cut1	cut2	cut3	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	supportSetLHS	supportSetRHS	cut4	stabilityLHS	stabilityRHS	supportRatioLHS	supportRatioRHS	cut5
X00000059200,X00000053012	2,1	NonProt	7	6	0.85714	0.2	0.33333	cut<value<cut,value<cut	-0.4931	2.6772	2.5237	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000053012,LOC715623	1,1	NonProt	6	6	1	0.17143	0.33333	value<cut,value<cut	2.5237	-1.7115		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
MYH15,X00000060146	1,1	Prot	6	6	1	0.17143	0.34641	value<cut,value<cut	-2.3565	-4.8295		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,MAOA	3,1	Prot	6	6	0.92857	0.18571	0.35294	value>cut,value<cut	2.8627	0.293		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
SMIM2,MAOA	1,1	Prot	7	6	0.85714	0.2	0.35294	value<cut,value<cut	-0.2444	0.3176		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000053274	3	Prot	11	10	0.90909	0.31429	0.5719	value>cut	1.4396			1	9.5	1	1.342:67.267				1	1	0.55	0.5	
X00000053274,LOC715623	3,3	Prot	6	6	1	0.17143	0.35294	value>cut,value>cut	1.2815	-0.6125		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,LAMC1	3,2	Prot	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.2815	0.903	1.6763	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,LOC719667	3,1	Prot	6	6	1	0.17143	0.35294	value>cut,value<cut	1.2815	3.9415		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5	3	NonProt	11	10	0.88384	0.32064	0.5787	value>cut	2.415			1	10.5263157894737	1	1.487:74.534				1	1	0.57895	0.52632	
MYH15,X00000058427	1,2	Prot	7	6	0.85714	0.2	0.35294	value<cut,cut<value<cut	-2.1452	1.2889	1.8554	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000053012,X00000056965	3,2	Prot	7	6	0.85714	0.2	0.35294	value>cut,cut<value<cut	2.8597	-3.4706	-2.1684	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000060146,CTH	1,2	Prot	7	6	0.85714	0.2	0.35294	value<cut,cut<value<cut	-4.8295	-1.5624	-0.9217	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
DLK1,USP31	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	-1.8184	0.1696		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274	1	NonProt	12	10	0.875	0.3381	0.61806	value<cut	-0.4787			1	5.26315789473684	1	1.321:20.968				1	1	0.63158	0.52632	
FABP5,VSTM1	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	2.415	4.3465	5.2235	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,X00000064715	3,1	NonProt	6	6	1	0.16905	0.35417	value>cut,value<cut	2.415	-0.0012		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CTH	3	NonProt	11	10	0.90909	0.31429	0.55556	value>cut	-0.9217			1	10.5263157894737	1	1.487:74.534				1	1	0.57895	0.52632	
LOC709056,SDK2	1,1	NonProt	6	6	1	0.16984	0.35376	value<cut,value<cut	-0.40267	-0.78117		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,MAOA	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	4.9985	0.293	0.6932	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060253,CTH	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	1.2214	-0.9217		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,F2RL3	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	2.415	-4.2261	-1.5483	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,LOC709056	1,3	Prot	7	6	0.85714	0.2	0.35294	value<cut,value>cut	2.4787	0.8126		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
LOC719667,TRIM16	2,3	Prot	6	6	1	0.16905	0.32647	cut<value<cut,value>cut	3.9415	4.95975	-0.9991	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,X00000064715	1,3	Prot	6	6	1	0.17143	0.35294	value<cut,value>cut	0.6007	1.8326		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
DLK1	3	NonProt	11	10	0.90909	0.31429	0.55556	value>cut	0.0903			1	10.5263157894737	1	1.487:74.534				1	1	0.57895	0.52632	
DLK1,SDK2	3,1	NonProt	6	6	1	0.17143	0.33333	value>cut,value<cut	0.0903	-0.6506		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
A1BG,SDK2	1,1	NonProt	6	6	1	0.17143	0.33333	value<cut,value<cut	-1.9115	-0.6506		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,TRIM16	1,1	NonProt	6	6	1	0.17143	0.33333	value<cut,value<cut	-0.354	-1.7125		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,DLK1	3,3	NonProt	7	6	0.90476	0.2	0.35839	value>cut,value>cut	5.19367	0.0903		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000037843,CTH	3,3	NonProt	6	6	1	0.17143	0.33333	value>cut,value>cut	2.7623	-0.9217		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,CTH	3,3	NonProt	6	6	1	0.17143	0.33333	value>cut,value>cut	7.7465	-0.9217		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CTH,X00000058427	2,2	Prot	6	6	1	0.17143	0.35294	cut<value<cut,cut<value<cut	-1.5624	-0.9217	1.2889	1	Inf	1	-Inf:Inf			1.8554	1	1	0.3	0.3	
X00000053274,CTH	3,2	Prot	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.2815	-1.5624	-0.9217	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
A1BG,SMIM2	1,3	NonProt	6	6	0.92857	0.18571	0.33333	value<cut,value>cut	-1.9115	1.0622		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,KIR3DL0	2,1	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	4.3465	5.2235	2.758	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,MAOA	2,2	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,cut<value<cut	4.3465	5.2235	0.3176	1	Inf	1	-Inf:Inf			0.6932	1	1	0.31579	0.31579	
A1BG,TRIM16	3,3	Prot	7	6	0.85714	0.2	0.35294	value>cut,value>cut	-1.492	-1.0518		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
LILRB1,TRIM16	1,3	Prot	6	6	1	0.17143	0.35294	value<cut,value>cut	7.3075	-1.0518		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
ESR1,CTH	3,2	Prot	7	6	0.85714	0.19722	0.32647	value>cut,cut<value<cut	1.0314	-1.5624	-0.9466	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
FABP5,CTH	1,2	Prot	7	6	0.92857	0.19722	0.35147	value<cut,cut<value<cut	1.9987	-1.5624	-0.9466	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
HCN2,CTH	3,3	NonProt	6	6	1	0.17143	0.33333	value>cut,value>cut	-2.1949	-0.9217		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
ESR1,THRB	1,3	NonProt	7	6	0.85714	0.2	0.33987	value<cut,value>cut	0.572	-3.0198		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
CBS,CFAP70	1,3	NonProt	8	6	0.81746	0.225	0.38542	value<cut,value>cut	-1.67005	2.1847		1	3.15789473684211	1	0.725:13.762				1	1	0.42105	0.31579	
FABP5,X00000056965	3,3	NonProt	6	6	1	0.17143	0.33333	value>cut,value>cut	2.415	-2.1684		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LTC4S,CTH	1,2	Prot	7	6	0.85714	0.2	0.35294	value<cut,cut<value<cut	-0.4734	-1.5624	-0.9217	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TMX2,CBS	3,3	Prot	6	6	1	0.18095	0.36492	value>cut,value>cut	3.24267	0.02483		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,STARD8	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	-0.5578	1.4296		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,LTC4S	2,1	Prot	6	6	1	0.17143	0.34314	cut<value<cut,value<cut	5.27	5.567	-0.4734	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,TRIM16	1,3	Prot	7	6	0.85714	0.2	0.35294	value<cut,value>cut	-2.3496	-1.0518		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
VSTM1,STARD8	1,2	Prot	7	6	0.85714	0.2	0.35294	value<cut,cut<value<cut	4.3465	0.6007	1.4296	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
VSTM1,CTH	1,2	Prot	6	6	1	0.16905	0.32647	value<cut,cut<value<cut	4.31225	-1.5624	-0.9466	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,F2RL3	3,1	Prot	6	6	1	0.17143	0.35294	value>cut,value<cut	1.2815	-4.2261		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,KIR3DL0	3,1	NonProt	7	6	0.85714	0.2	0.33333	value>cut,value<cut	2.7623	2.758		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000037843,X00000060253	3,1	NonProt	7	6	0.85714	0.2	0.33333	value>cut,value<cut	2.7623	1.2214		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
SMIM2,CTH	3,3	NonProt	8	6	0.81746	0.225	0.38542	value>cut,value>cut	0.9676	-0.9466		1	3.15789473684211	1	0.725:13.762				1	1	0.42105	0.31579	
X00000053274,DLK1	2,3	NonProt	6	6	1	0.17143	0.33987	cut<value<cut,value>cut	-0.41087	1.41997	0.0903	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LAMC1,ZNF576	3,1	NonProt	8	6	0.81746	0.225	0.38542	value>cut,value<cut	1.70985	3.751		1	3.15789473684211	1	0.725:13.762				1	1	0.42105	0.31579	
LOC709056,X00000058427	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	-0.354	1.8554		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,X00000058427	2,3	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	4.3465	5.2235	1.8554	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,X00000060253	2,1	NonProt	7	6	0.85714	0.2	0.33333	cut<value<cut,value<cut	4.3465	5.2235	1.2214	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
TRIM16,X00000058427	2,3	NonProt	8	6	0.875	0.21111	0.38194	cut<value<cut,value>cut	-1.7125	-0.9991	1.827	1	3.15789473684211	1	0.725:13.762				1	1	0.42105	0.31579	
MYH15,X00000058729	2,2	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,cut<value<cut	-2.1452	-1.4352	-4.7043	1	Inf	1	-Inf:Inf			-2.4524	1	1	0.31579	0.31579	
ESR1,X00000058729	2,2	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,cut<value<cut	0.5301	1.04425	-4.52695	1	Inf	1	-Inf:Inf			-2.40105	1	1	0.31579	0.31579	
LOC701920,CBS	1,1	NonProt	6	6	1	0.17143	0.33333	value<cut,value<cut	5.2835	-1.4791		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CBS,THRB	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	-1.674	-3.1655		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,TMEM38A	1,2	NonProt	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-0.427	2.765	3.2525	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060253,HEY1	3,1	Prot	7	6	0.85714	0.2	0.35294	value>cut,value<cut	2.0334	-1.7672		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000059200,MYH15	3,1	Prot	6	6	1	0.16905	0.32647	value>cut,value<cut	2.67065	-2.3773		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMEM38A,HCN2	1,1	Prot	7	6	0.85714	0.2	0.35294	value<cut,value<cut	2.765	-2.7443		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TNNT2,X00000064715	1,3	Prot	8	6	0.86607	0.21429	0.37091	value<cut,value>cut	-2.3909	1.95865		1	2.85	1	0.654:12.42				1	1	0.4	0.3	
VSTM1,LOC709056	1,2	Prot	6	6	1	0.17143	0.34314	value<cut,cut<value<cut	4.31225	-0.427	0.6827	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,STARD8	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	4.278	0.7158		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,X00000064715	3,3	Prot	6	6	1	0.17143	0.35294	value>cut,value>cut	-0.9358	1.8326		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,X00000064369	2,1	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	-2.5924	-0.9358	2.6608	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1	3	NonProt	11	10	0.90909	0.31429	0.55556	value>cut	5.1115			1	10.5263157894737	1	1.487:74.534				1	1	0.57895	0.52632	
VSTM1,X00000064715	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	5.1115	-0.0597	1.8326	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,CTH	3,3	NonProt	7	7	1	0.2	0.38889	value>cut,value>cut	5.1115	-0.6032		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
TMEM38A,LOC715623	2,1	NonProt	7	6	0.85714	0.2	0.33333	cut<value<cut,value<cut	2.765	3.2525	-1.8035	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000064715,LOC715623	2,1	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	-0.0597	1.8326	-1.8035	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000064715,X00000064369	2,1	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	-0.0597	1.8326	2.6608	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
C5H4orf45,HEY1	1,1	Prot	7	6	0.85714	0.2	0.35294	value<cut,value<cut	0.1759	-1.7672		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000053274,TARM1	2,1	Prot	6	6	1	0.17143	0.35294	cut<value<cut,value<cut	-0.3996	1.3807	1.369	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,CTH	3,1	Prot	7	6	0.85714	0.2	0.35294	value>cut,value<cut	2.8657	-1.2899		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000037843,HEY1	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	2.4787	-1.7672		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
DLK1,MAOA	1,1	Prot	7	6	0.85714	0.2	0.35294	value<cut,value<cut	-1.8835	0.2684		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
VSTM1,MAOA	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	4.278	0.2684		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
C5H4orf45,X00000060146	2,3	NonProt	7	6	0.85714	0.2	0.33333	cut<value<cut,value>cut	0.1759	2.012	-3.247	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000060146,X00000060253	3,1	NonProt	6	6	1	0.17143	0.33333	value>cut,value<cut	-3.247	1.1452		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,LTC4S	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	1.4946	-0.3638	0.685	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
HEY1,MAOA	1,1	Prot	7	6	0.85714	0.2	0.35294	value<cut,value<cut	-1.7672	0.2684		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
LOC719667,X00000059995	3,1	NonProt	7	6	0.85714	0.2	0.33333	value>cut,value<cut	5.033	-0.4559		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
VSTM1,HCN2	3,3	NonProt	7	6	0.85714	0.2	0.33333	value>cut,value>cut	5.1115	-2.1352		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
MYH15,X00000058427	2,3	NonProt	7	6	0.85714	0.2	0.33333	cut<value<cut,value>cut	-2.3565	-1.4352	1.8198	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
ESR1,USP31	1,3	NonProt	7	6	0.85714	0.2	0.33333	value<cut,value>cut	0.5301	0.7293		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
STARD8,X00000060146	3,3	NonProt	6	6	1	0.17143	0.33333	value>cut,value>cut	1.4946	-3.247		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060146,X00000056965	3,1	NonProt	6	6	1	0.17143	0.33333	value>cut,value<cut	-3.247	-3.3762		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,CFAP70	3,3	NonProt	7	6	0.85714	0.2	0.33333	value>cut,value>cut	0.0903	2.1613		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
CBS,C5H4orf45	1,3	NonProt	7	6	0.85714	0.19815	0.35376	value<cut,value>cut	-1.79867	1.79367		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
CBS,MYH15	1,2	NonProt	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-1.674	-2.3565	-1.4352	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,MYH15	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	2.415	-2.3565	-1.4352	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,KIR3DL0	1,3	Prot	6	6	1	0.17143	0.35294	value<cut,value>cut	4.278	3.548		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,LTC4S	2,2	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,cut<value<cut	-2.5924	-0.9358	-0.3638	1	Inf	1	-Inf:Inf			0.685	1	1	0.31579	0.31579	
SDK2,HEY1	3,1	Prot	7	6	0.85714	0.2	0.35294	value>cut,value<cut	0.5862	-1.7672		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
LOC702786,LTC4S	3,1	Prot	7	6	0.85714	0.2	0.35294	value>cut,value<cut	0.1931	-0.3638		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000053274,VSTM1	3,1	Prot	6	6	1	0.17143	0.35294	value>cut,value<cut	1.3807	4.278		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,DLK1	3,1	Prot	6	6	1	0.17143	0.35294	value>cut,value<cut	1.3807	-1.8835		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,TMX2	3,3	Prot	6	6	1	0.16984	0.32876	value>cut,value>cut	0.69363	3.24167		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
SMIM2,MAOA	3,2	NonProt	7	6	0.85714	0.2	0.33333	value>cut,cut<value<cut	1.101	0.2684	0.6932	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000059200,CBS	1,1	NonProt	6	6	1	0.17143	0.33333	value<cut,value<cut	-0.446	-1.674		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
RBM46,TMEM38A	2,2	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,cut<value<cut	-2.5924	-0.9358	2.765	1	Inf	1	-Inf:Inf			3.2525	1	1	0.31579	0.31579	
X00000037843,ZNF576	2,1	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	2.4787	2.999	3.749	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
RBM46,MAOA	1,2	NonProt	7	6	0.85714	0.2	0.33333	value<cut,cut<value<cut	-2.5924	0.2684	0.6932	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
FABP5,MAOA	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	2.415	0.2684	0.6932	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,MYH15	1,2	NonProt	7	6	0.85714	0.2	0.33333	value<cut,cut<value<cut	-0.3996	-2.3565	-1.4352	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000053012,DLK1	3,1	Prot	7	6	0.85714	0.2	0.35294	value>cut,value<cut	2.8657	-1.8835		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
VSTM1,HEY1	1,1	Prot	7	7	1	0.2	0.41176	value<cut,value<cut	4.278	-1.7672		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
LOC709056,DLK1	2,1	Prot	6	6	1	0.17143	0.35294	cut<value<cut,value<cut	-0.427	0.6827	-1.8835	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,ZNF576	3,2	Prot	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	2.0847	3.786	3.954	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,CFAP70	1,2	Prot	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-2.3496	0.268	2.3725	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,KRTAP29.1	3,2	NonProt	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	-1.936	-4.997	1.954	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CBS,LOC702786	3,3	Prot	6	6	1	0.17143	0.33333	value>cut,value>cut	-0.1472	0.1931		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,C5H4orf45	1,3	NonProt	6	6	1	0.17143	0.35294	value<cut,value>cut	2.898	1.7938		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,HEY1	3,1	Prot	7	6	0.85714	0.2	0.33333	value>cut,value<cut	3.4725	-2.059		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
STARD8,X00000053012	3,1	NonProt	7	7	1	0.2	0.41176	value>cut,value<cut	1.4296	2.6137		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
F2RL3,TARM1	3,3	NonProt	7	6	0.85714	0.2	0.35294	value>cut,value>cut	-1.936	1.9863		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC719667,HCN2	1,1	Prot	6	6	1	0.17143	0.33333	value<cut,value<cut	3.9415	-2.8193		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,MAOA	1,1	Prot	7	6	0.85714	0.2	0.33333	value<cut,value<cut	-4.8763	0.2684		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
KIR3DL0,A1BG	3,3	Prot	6	6	1	0.16905	0.31667	value>cut,value>cut	3.55325	-1.4227		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KRTAP29.1,THRB	2,2	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,cut<value<cut	-4.997	1.954	-4.8763	1	Inf	1	-Inf:Inf			-2.9111	1	1	0.31579	0.31579	
LOC702786,THRB	2,2	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,cut<value<cut	-4.9522	0.1931	-4.8763	1	Inf	1	-Inf:Inf			-2.9111	1	1	0.31579	0.31579	
LOC701920,MYH15	1,2	NonProt	6	6	1	0.17143	0.35294	value<cut,cut<value<cut	5.2565	-2.3565	-1.484	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CBS,DLK1	3,2	Prot	7	6	0.85714	0.2	0.33333	value>cut,cut<value<cut	-0.1472	-1.8118	0.0903	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
F2RL3,CBS	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	-4.1436	-0.1472		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,LOC702786	3,2	NonProt	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.4296	-4.9522	0.1931	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CBS,KRTAP29.1	3,3	Prot	6	6	1	0.17143	0.33333	value>cut,value>cut	-0.1472	1.954		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KIR3DL0,CBS	2,3	Prot	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	2.778	3.4725	-0.1472	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,LTC4S	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	-4.8763	-2.9111	0.5971	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
F2RL3,LTC4S	3,3	NonProt	6	6	1	0.17143	0.35294	value>cut,value>cut	-1.936	0.5971		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,X00000056965	1,1	NonProt	7	6	0.85714	0.2	0.35294	value<cut,value<cut	2.6137	-3.5065		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
CBS,A1BG	2,2	NonProt	7	6	0.85714	0.2	0.35294	cut<value<cut,cut<value<cut	-1.861	-0.1472	-2.2155	1	6.31578947368421	1	0.836:47.694			-1.3534	1	1	0.36842	0.31579	
STARD8,MYH15	3,2	NonProt	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.4296	-2.3565	-1.484	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,KRTAP29.1	3,2	NonProt	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.4296	-4.997	1.954	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMEM38A,CFAP70	1,2	Prot	7	6	0.85714	0.2	0.33333	value<cut,cut<value<cut	2.801	0.268	2.3725	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TNNT2,STARD8	1,2	Prot	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-2.3496	0.6124	1.4296	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064369,X00000058729	3,3	Prot	6	6	1	0.17143	0.33333	value>cut,value>cut	3.2287	-2.2242		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,LTC4S	3,1	Prot	7	6	0.85714	0.19444	0.3	value>cut,value<cut	0.6162	-0.5579		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
RBM46,LTC4S	2,1	Prot	7	6	0.85714	0.19444	0.3	cut<value<cut,value<cut	-2.4387	-1.0659	-0.5579	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
LAMC1,ZNF576	2,2	Prot	6	6	1	0.16667	0.3	cut<value<cut,cut<value<cut	0.903	1.7434	3.741	1	Inf	1	-Inf:Inf			3.9385	1	1	0.3	0.3	
SDK2,X00000059995	3,3	Prot	6	6	1	0.16667	0.3	value>cut,value>cut	0.7158	0.6499		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
